Date,Precip,MaxAirTemp,RecordMaxTemp,RecordMaxYear,MinAirTemp,RecordMinTemp,RecordMinYear,AvgAirTemp,MaxAirTempTime,MinAirTempTime,MaxRel.Hum.,MinRel.Hum.,Avg.Rel.Hum.,HDD,CDD,GDD,GDD Mod. Sine Wave,Solar Radiation (Langleys),AvgWindDir,AvgWindSpeed,MaxWindSpeed,TimeMaxWindSpeed,MaxSoilTemp2",MinSoilTemp2",AvgSoilTemp2",MaxSoilTemp4",MinSoilTemp4",AvgSoilTemp4",Max50cmAirTemp,Min50cmAirTemp,Avg50cmAirTemp,Max300cmAirTemp,Min300cmAirTemp,Avg300cmAirTemp
1/11/2018,0.04,58.0,61.0,1975,50.7,-11.0,1984,55.0,12:40 PM,0:00 AM,96,81,88,10.0,0,4.9,4.3,93.59,170.917013888889,10.7,15.5,11:45 AM,13.5,11.3,12.1,31.7,31.5,31.6,-,-,-,-,-,-,
1/12/2018,0.6,58.0,61.0,1995,17.6,-11.0,1984,35.5,0:20 AM,11:55 PM,98,83,93,29.5,0,0,1.5,41.19,276.455618055555,8.9,16.0,10:40 AM,16.9,13.5,15.5,37.1,31.7,35.6,-,-,-,-,-,-,
1/13/2018,0,17.8,65.0,1995,10.6,-11.0,1984,14.6,3:10 PM,9:40 AM,83,57,71,50.3,0,0,0,202.75,305.471569444445,8.7,17.6,3:20 AM,17.2,14.4,15.6,35.5,34.2,34.7,-,-,-,-,-,-,
1/14/2018,0,20.5,67.0,1995,4.9,-16.0,1994,12.7,3:25 PM,6:15 AM,91,56,74,52.2,0,0,0,238.09,101.924940972222,2.8,9.9,12:55 PM,16.7,15.3,15.9,34.2,33.5,33.8,-,-,-,-,-,-,
1/15/2018,0.01,24.2,50.0,1967,10.8,-19.0,1994,18.1,4:55 PM,0:00 AM,91,75,85,46.8,0,0,0,130.85,137.419166666667,6.5,10.0,11:35 AM,16.4,13.8,14.8,33.5,33.3,33.4,-,-,-,-,-,-,
1/16/2018,0.01,22.4,54.0,1990,1.2,-17.0,1972,6.8,0:05 AM,8:10 PM,89,77,83,58.1,0,0,0,189.5,225.366666666667,8.5,13.9,2:00 AM,14.7,13.0,14.0,33.4,33.3,33.3,-,-,-,-,-,-,
1/17/2018,0,18.1,54.0,1990,1.7,-17.0,1972,10.7,4:55 PM,0:05 AM,89,78,84,54.3,0,0,0,226.8,202.229166666667,8.3,12.5,3:15 PM,14.3,13.7,14.0,33.3,33.1,33.2,-,-,-,-,-,-,
1/18/2018,0,27.7,63.0,1996,13.1,-22.0,1994,20.2,9:50 PM,0:05 AM,82,63,73,44.7,0,0,0,228.14,198.986805555555,13.8,18.8,9:50 PM,14.9,13.7,14.2,33.2,33.0,33.1,-,-,-,-,-,-,
1/19/2018,0,36.0,59.0,1973,22.5,-20.0,1994,28.6,5:55 PM,9:15 AM,75,61,68,36.4,0,0,0,226.69,189.964930555555,13.7,18.3,3:20 PM,20.9,12.4,14.6,33.0,32.8,32.9,-,-,-,-,-,-,
1/20/2018,0,40.7,56.0,1954,32.3,-15.0,1985,36.1,3:50 PM,9:50 AM,90,66,76,28.9,0,0,0,209.52,192.780208333333,10.2,20.6,0:25 AM,16.0,13.7,14.6,32.9,32.8,32.8,-,-,-,-,-,-,
1/21/2018,0,44.8,58.0,1974,36.7,-18.0,1984,40.4,11:40 PM,2:10 AM,98,88,95,24.5,0,0,0,49.91,171.429097222222,3.7,8.0,2:40 PM,17.0,15.2,16.0,33.7,32.8,33.0,-,-,-,-,-,-,
1/22/2018,0.45,57.7,52.0,1957,44.5,-18.0,1984,51.6,1:20 PM,0:35 AM,98,70,86,13.4,0,1.5,2.6,108.13,163.053472222222,8.6,15.9,11:50 PM,21.8,16.6,18.8,40.6,33.7,37.1,-,-,-,-,-,-,
1/23/2018,0.12,50.4,59.0,1967,30.9,-18.0,1984,37.9,0:00 AM,11:30 PM,94,78,88,27.1,0,0,0.0,43.1,221.878125,10.7,18.7,3:15 PM,22.3,19.0,20.4,40.9,37.4,39.4,-,-,-,-,-,-,
1/24/2018,0,31.2,66.0,1967,26.8,-16.0,1963,28.8,0:45 AM,11:55 PM,91,74,81,36.1,0,0,0,65.23,256.595534722222,3.8,10.0,2:05 AM,21.5,16.8,17.8,37.3,35.8,36.3,-,-,-,-,-,-,
1/25/2018,0,36.1,62.0,1967,25.1,-10.0,2000,30.0,5:25 PM,2:55 AM,92,69,81,35.0,0,0,0,138.18,177.302388888889,5.3,12.9,2:55 PM,17.7,16.1,16.8,36.1,34.9,35.5,-,-,-,-,-,-,
1/26/2018,0,54.2,56.0,1967,33.4,-7.0,1961,42.5,4:55 PM,1:00 AM,76,47,64,22.5,0,0,0.8,222.68,176.164930555556,10.5,16.2,2:55 PM,20.1,15.9,17.6,37.6,34.3,35.6,-,-,-,-,-,-,
1/27/2018,0.11,48.5,58.0,1974,33.3,-15.0,2000,45.0,1:20 AM,11:55 PM,97,45,76,19.9,0,0,0,34.89,196.411458333333,11.7,22.0,6:45 AM,20.8,19.2,20.0,39.6,37.5,38.4,-,-,-,-,-,-,
1/28/2018,0,50.6,62.0,1999,26.8,-12.0,2000,36.3,5:35 PM,8:30 AM,98,48,81,28.6,0,0,0.0,240.02,137.408958333333,2.7,8.7,8:35 PM,21.1,17.1,18.8,39.6,35.8,37.7,-,-,-,-,-,-,
1/29/2018,0.06,32.7,57.0,1975,18.8,-12.0,1977,28.3,0:05 AM,11:40 PM,95,80,91,36.7,0,0,0,70.9,197.550663194445,6.7,14.6,9:50 PM,19.1,16.7,17.3,38.3,36.6,36.9,-,-,-,-,-,-,
1/30/2018,0,24.4,60.0,1975,11.5,-13.0,2003,19.3,3:50 PM,6:35 AM,87,59,75,45.7,0,0,0,221.04,258.362152777778,4.5,10.7,3:40 AM,17.8,16.0,16.7,36.6,35.9,36.2,-,-,-,-,-,-,
1/31/2018,0,42.9,60.0,1989,21.0,-5.0,1994,31.6,4:30 PM,1:55 AM,83,59,72,33.3,0,0,0,195.23,182.735416666667,10.3,23.6,2:35 PM,16.8,15.4,15.9,36.1,35.0,35.5,-,-,-,-,-,-,
2/1/2018,0,38.9,54.0,1989,13.3,-5.0,1971,32.1,12:10 PM,11:55 PM,89,61,77,32.9,0,0,0,140.78,239.044444444444,8.0,14.4,3:05 PM,16.9,15.2,16.1,36.9,35.6,36.1,-,-,-,-,-,-,
2/2/2018,0,19.1,59.0,1968,10.0,-9.0,1996,14.1,2:55 PM,7:25 AM,80,59,68,50.8,0,0,0,140.14,264.762152777778,6.3,11.6,4:10 PM,15.6,14.1,14.6,35.5,33.6,34.3,-,-,-,-,-,-,
2/3/2018,0,33.8,55.0,1973,13.2,-11.0,1985,24.5,11:55 PM,1:35 AM,80,47,62,40.4,0,0,0,154.28,183.493055555555,10.3,16.2,12:45 PM,14.6,14.0,14.3,33.6,33.0,33.2,-,-,-,-,-,-,
2/4/2018,0.08,35.8,54.0,1986,16.4,-7.0,1978,30.9,1:55 AM,11:55 PM,96,49,87,34.1,0,0,0,37.04,225.323611111111,9.0,20.9,1:55 AM,14.7,14.1,14.3,33.0,32.9,32.9,-,-,-,-,-,-,
2/5/2018,0.02,19.8,55.0,1962,3.0,-5.0,1978,13.8,9:55 PM,5:50 AM,91,68,81,51.1,0,0,0,268.86,217.558680555556,6.2,11.8,3:15 PM,15.1,14.1,14.5,33.0,32.9,33.0,-,-,-,-,-,-,
2/6/2018,0.07,22.8,51.0,1964,10.6,-5.0,1979,17.6,5:10 PM,8:50 AM,92,69,83,47.4,0,0,0,198.61,183.547795138889,2.5,5.8,2:20 PM,15.4,14.6,15.0,33.0,32.9,32.9,-,-,-,-,-,-,
2/7/2018,0.02,25.9,54.0,1965,16.2,-5.0,1977,20.7,4:25 PM,7:20 PM,92,68,83,44.2,0,0,0,206.16,169.402677083333,5.5,11.2,12:10 PM,15.3,14.1,14.6,33.0,32.9,33.0,-,-,-,-,-,-,
2/8/2018,0,21.4,56.0,1990,6.6,-10.0,1967,15.0,0:00 AM,11:00 PM,89,72,82,50.0,0,0,0,255.7,204.891017361111,6.9,11.8,1:25 PM,14.8,14.1,14.3,33.0,33.0,33.0,-,-,-,-,-,-,
2/9/2018,0.11,39.5,58.0,2001,6.7,-5.0,1967,26.6,4:25 PM,0:20 AM,94,66,84,38.4,0,0,0,179.2,141.718923611111,5.4,12.1,2:50 PM,14.9,14.5,14.7,33.0,32.8,32.9,-,-,-,-,-,-,
2/10/2018,0,29.5,61.0,1965,22.0,-10.0,1978,24.4,0:00 AM,11:40 PM,95,87,91,40.5,0,0,0,87.47,95.7616180555555,4.0,8.0,2:50 PM,15.0,14.1,14.4,32.9,32.9,32.9,-,-,-,-,-,-,
2/11/2018,0.03,31.3,60.0,1965,22.1,-10.0,1982,26.6,3:00 PM,0:10 AM,96,85,92,38.3,0,0,0,90.67,180.214465277778,6.1,13.4,6:25 AM,14.7,13.8,14.2,33.0,32.9,32.9,-,-,-,-,-,-,
2/12/2018,0,29.3,72.0,1999,12.0,-3.0,1982,21.2,5:15 PM,8:30 AM,91,51,79,43.8,0,0,0,328.73,207.860440972222,2.9,5.8,2:45 AM,14.8,13.4,14.2,33.0,32.9,33.0,-,-,-,-,-,-,
2/13/2018,0,31.9,66.0,1990,9.2,-1.0,1981,20.6,5:55 PM,4:00 AM,92,50,77,44.4,0,0,0,325.81,77.251,3.7,10.4,11:50 AM,14.6,13.7,14.2,33.0,32.8,32.9,-,-,-,-,-,-,
2/14/2018,0,43.9,60.0,1954,26.7,0.0,1986,37.3,11:55 PM,0:05 AM,98,78,89,27.7,0,0,0,183.58,180.462152777778,6.2,11.0,4:05 AM,14.4,13.5,13.9,32.8,32.7,32.8,-,-,-,-,-,-,
2/15/2018,0.34,56.9,69.0,1954,42.5,-4.0,1978,50.5,3:10 PM,0:55 AM,99,92,97,14.5,0,0.5,2.1,79.62,200.143055555555,7.1,13.9,1:45 PM,18.4,13.1,14.7,38.1,32.7,34.1,-,-,-,-,-,-,
2/16/2018,0.05,46.8,62.0,1976,29.9,-4.0,1963,36.0,0:35 AM,10:55 PM,98,64,84,29,0,0,0,140.6,268.913284722222,5.2,12.8,12:45 PM,18.5,17.3,17.8,38.4,37.3,38.0,-,-,-,-,-,-,
2/17/2018,0.01,33.3,57.0,1999,24.7,-9.0,1958,29.7,3:30 PM,7:50 AM,97,65,84,35.2,0,0,0,67.75,170.110416666667,4.1,8.2,10:20 PM,17.6,15.0,16.1,37.3,34.5,35.3,-,-,-,-,-,-,
2/18/2018,0.01,41.1,58.0,1994,27.7,-7.0,1979,34.1,5:45 PM,5:20 AM,97,71,84,30.8,0,0,0,247.61,198.173958333333,5.8,12.4,2:35 PM,17.8,14.9,16.1,37.4,34.6,35.5,-,-,-,-,-,-,
2/19/2018,0.76,59.9,63.0,1994,32.5,-2.0,1993,46.9,6:40 PM,1:45 AM,98,76,91,18.0,0,0,2.6,39.66,174.595486111111,6.8,13.5,5:50 PM,21.5,15.6,18.0,41.2,35.3,37.3,-,-,-,-,-,-,
2/20/2018,0.18,70.9,63.0,1954,56.5,-4.0,1978,64.0,5:50 PM,0:15 AM,97,69,82,0.9,0,14.0,13.7,90.68,180.819097222222,10.6,15.8,1:55 AM,29.4,21.0,24.5,47.9,41.2,44.7,-,-,-,-,-,-,
2/21/2018,0.52,66.7,61.0,1953,34.2,-6.0,1978,45.4,0:00 AM,11:35 PM,97,71,92,19.6,0,0,5.4,56.57,204.79990625,6.3,13.5,0:00 AM,27.8,24.0,26.0,48.0,43.8,46.6,-,-,-,-,-,-,
2/22/2018,0.1,34.9,64.0,1997,31.3,-8.0,1963,32.9,3:30 PM,8:45 AM,96,81,91,32.1,0,0,0,105.55,55.7139895833333,8.9,14.7,3:40 PM,24.0,21.5,22.4,43.8,40.1,41.3,-,-,-,-,-,-,
2/23/2018,0.07,59.5,58.0,1961,34.2,-6.0,1963,45.1,3:30 PM,1:10 AM,99,88,94,19.8,0,0,2.5,93.1,174.144704861111,7.4,14.8,3:30 PM,25.8,21.4,23.1,44.2,39.6,41.2,-,-,-,-,-,-,
2/24/2018,0.19,46.5,65.0,2000,36.9,-4.0,1993,39.3,0:00 AM,11:25 AM,97,87,92,25.6,0,0,0,105.86,120.5760625,7.3,13.7,4:10 PM,25.3,23.7,24.3,44.1,42.1,42.9,-,-,-,-,-,-,
2/25/2018,0.26,57.7,70.0,1957,35.7,-2.0,2003,43.9,6:20 AM,11:55 PM,98,72,84,21.0,0,0,2.0,255.85,210.978194444444,13.2,24.2,7:20 AM,25.3,23.5,24.5,43.5,41.8,42.8,-,-,-,-,-,-,
2/26/2018,0,50.5,72.0,2000,32.5,-13.0,1963,40.3,4:45 PM,7:50 AM,88,48,71,24.6,0,0,3.0,387.57,211.735763888889,5.4,10.1,4:05 PM,26.0,21.9,23.7,43.8,39.1,41.3,-,-,-,-,-,-,
2/27/2018,0,58.1,73.0,2000,34.1,-10.0,1963,44.7,4:05 PM,7:15 AM,87,36,60,20.2,0,0,2.0,381.68,162.628125,6.6,16.5,2:05 PM,26.2,21.8,23.9,43.8,39.2,41.5,-,-,-,-,-,-,
2/28/2018,0.04,60.2,65.0,1976,41.2,-4.0,1963,50.0,3:55 PM,0:50 AM,92,66,76,15,0,0,3.3,160.29,175.319548611111,6.0,15.1,2:50 PM,27.2,23.4,25.0,45.1,40.8,42.5,-,-,-,-,-,-,
3/1/2018,1.44,49.5,65.0,1976,32.0,2.0,1967,36.7,0:00 AM,11:55 PM,98,85,95,28.2,0,0,0,21.57,133.235142361111,9.6,21.1,7:00 PM,27.1,22.5,24.8,44.9,40.0,42.6,-,-,-,-,-,-,
3/2/2018,0.01,38.6,65.0,1997,29.8,-5.0,1978,32.6,5:25 PM,11:45 PM,97,68,86,32.4,0,0,0,290.57,302.370486111111,6.2,12.2,5:30 PM,22.6,21.4,22.1,39.9,38.7,39.2,-,-,-,-,-,-,
3/3/2018,0,39.2,63.0,1974,25.6,-3.0,1978,32.2,4:30 PM,6:05 AM,94,49,77,32.7,0,0,0,458.63,158.258930555556,2.9,6.8,4:15 PM,24.5,19.7,21.7,41.3,36.4,38.5,-,-,-,-,-,-,
3/4/2018,0,39.3,74.0,1983,26.9,3.0,1984,32.4,2:45 PM,4:25 AM,84,43,68,32.5,0,0,0,416.08,43.0939027777778,4.5,12.3,3:55 PM,23.8,19.8,21.6,40.6,36.4,38.4,-,-,-,-,-,-,
3/5/2018,0,37.0,71.0,1976,26.6,2.0,1978,31.2,1:30 PM,8:05 AM,85,48,72,33.8,0,0,0,389.31,51.3918055555555,7.4,12.5,6:10 PM,23.5,19.8,21.4,40.2,36.4,38.2,-,-,-,-,-,-,
3/6/2018,0.05,51.9,69.0,1983,31.9,-4.0,1960,38.1,5:30 PM,0:00 AM,94,40,72,26.8,0,0,0.2,330.36,145.775645833333,6.1,10.9,3:45 AM,24.9,20.5,22.4,42.2,37.2,39.3,-,-,-,-,-,-,
3/7/2018,0.02,37.1,73.0,1983,26.2,4.0,1996,32.9,5:10 PM,11:55 PM,95,64,86,32.1,0,0,0,145.55,241.200694444444,7.9,14.1,7:05 PM,23.9,21.2,22.4,41.4,38.5,39.6,-,-,-,-,-,-,
3/8/2018,0,30.6,76.0,2000,21.9,-4.0,1960,26.7,2:15 PM,4:30 AM,92,73,81,38.3,0,0,0,184.69,252.087847222222,8.9,13.9,4:45 PM,21.2,19.0,19.7,38.4,36.1,36.7,-,-,-,-,-,-,
3/9/2018,0,32.2,80.0,2000,25.2,-5.0,1984,29.2,5:10 PM,11:30 PM,88,69,78,35.8,0,0,0,147.53,245.993402777778,7.5,11.6,12:00 PM,19.6,18.7,19.0,36.2,35.4,35.8,-,-,-,-,-,-,
3/10/2018,0,38.9,69.0,1955,19.2,1.0,1978,29.0,5:00 PM,7:20 AM,92,50,74,36.0,0,0,0,355.5,179.590604166667,2.4,7.1,7:15 PM,20.9,18.0,19.0,37.6,34.6,35.8,-,-,-,-,-,-,
3/11/2018,0,37.8,74.0,1990,19.5,-3.0,1960,28.9,3:10 PM,8:05 AM,95,52,76,36.0,0,0,0,479.08,38.9590277777778,3.3,10.2,6:15 PM,21.8,18.0,19.4,39.0,34.8,36.5,-,-,-,-,-,-,
3/12/2018,0,35.7,74.0,1990,19.7,7.0,1984,28.4,6:00 PM,6:15 AM,94,71,86,36.5,0,0,0,202.63,197.705833333333,2.9,10.3,7:15 PM,19.7,18.0,18.8,37.5,35.0,36.0,-,-,-,-,-,-,
3/13/2018,0,37.1,73.0,1990,24.5,0.0,1960,30.0,4:00 PM,6:30 AM,94,53,81,35.0,0,0,0,277.58,289.805555555556,5.2,14.0,6:15 PM,20.3,17.8,18.8,37.4,34.8,35.9,-,-,-,-,-,-,
3/14/2018,0,38.2,77.0,1990,22.0,6.0,1993,29.7,4:50 PM,6:45 AM,82,52,68,35.2,0,0,0,394.3,269.302083333333,7.4,14.4,4:30 PM,19.7,17.5,18.4,37.0,34.7,35.8,-,-,-,-,-,-,
3/15/2018,0,39.4,77.0,1990,28.3,7.0,1960,34.3,7:00 PM,8:10 AM,84,55,67,30.6,0,0,0,286.46,270.279166666667,6.9,13.4,11:35 PM,20.4,17.6,18.8,38.1,35.0,36.4,-,-,-,-,-,-,
3/16/2018,0,39.8,74.0,1977,20.1,11.0,1994,28.3,5:05 PM,8:30 AM,81,40,62,36.7,0,0,0,480.17,233.868913194445,5.3,15.6,0:40 AM,21.8,17.3,19.0,40.0,34.9,36.9,-,-,-,-,-,-,
3/17/2018,0,43.3,68.0,2003,21.6,5.0,1956,30.7,6:00 PM,6:10 AM,91,30,68,34.3,0,0,0,267.46,65.5171527777778,2.1,8.3,6:40 PM,21.6,17.6,19.1,39.4,35.5,37.2,-,-,-,-,-,-,
3/18/2018,0,56.5,74.0,2003,21.3,9.0,1967,38.3,5:00 PM,6:35 AM,93,31,60,26.7,0,0,1.1,508.64,157.229513888889,4.8,11.3,3:00 PM,22.8,17.4,19.6,41.1,35.2,37.6,-,-,-,-,-,-,
3/19/2018,0,41.7,68.0,1969,30.7,11.0,1965,35.2,1:45 PM,10:05 PM,85,45,66,29.8,0,0,0,457.46,52.5129652777778,9.0,18.9,3:40 PM,22.2,18.7,20.3,41.2,37.1,39.0,-,-,-,-,-,-,
3/20/2018,0,37.9,72.0,1968,29.4,10.0,1956,33.1,2:40 PM,7:40 AM,74,58,67,31.8,0,0,0,452.27,34.9060069444444,10.2,18.6,4:10 PM,21.1,17.6,19.2,40.2,36.4,38.2,-,-,-,-,-,-,
3/21/2018,0,40.8,76.0,1953,30.3,10.0,1986,34.2,3:25 PM,11:15 PM,76,36,62,30.8,0,0,0,331.31,71.1843854166667,6.9,11.8,3:10 AM,21.8,18.0,19.6,41.2,37.0,38.8,-,-,-,-,-,-,
3/22/2018,0,46.2,71.0,1972,24.7,10.0,1992,34.6,5:40 PM,7:55 AM,81,26,53,30.4,0,0,0,533.1,265.898993055556,3.7,9.7,11:20 AM,23.7,18.1,20.4,43.3,37.3,39.8,-,-,-,-,-,-,
3/23/2018,0,42.8,73.0,1988,21.5,14.0,1960,32.3,3:30 PM,5:20 AM,90,41,63,32.7,0,0,0,539.62,206.75609375,4.7,10.5,1:40 PM,23.7,17.6,20.2,43.4,37.1,39.9,-,-,-,-,-,-,
3/24/2018,0,38.6,72.0,1966,19.7,8.0,1974,30.6,12:45 PM,6:10 AM,93,42,72,34.4,0,0,0,360.62,54.6941180555556,5.8,15.0,3:15 PM,21.3,17.8,19.6,41.3,37.3,39.2,-,-,-,-,-,-,
3/25/2018,0,36.6,74.0,2000,25.1,3.0,1974,30.9,3:05 PM,7:25 AM,85,47,66,34.0,0,0,0,550.82,46.9643402777778,9.5,17.0,10:55 AM,21.5,17.0,18.9,41.6,36.5,38.7,-,-,-,-,-,-,
3/26/2018,0,56.5,74.0,1986,27.6,4.0,1974,42.9,4:55 PM,5:10 AM,85,41,59,22.1,0,0,1.3,493.25,106.517986111111,8.8,16.5,11:05 AM,23.2,16.8,19.7,43.4,36.7,39.7,-,-,-,-,-,-,
3/27/2018,0.37,55.0,77.0,1967,43.2,7.0,1965,49.4,6:20 PM,7:35 AM,97,47,84,15.6,0,0,1.4,77.12,169.457291666667,8.9,14.0,1:15 PM,24.4,21.3,22.6,44.9,41.8,42.9,-,-,-,-,-,-,
3/28/2018,0.01,52.5,79.0,1998,39.3,14.0,1955,42.3,0:00 AM,8:45 AM,98,87,94,22.7,0,0,0.4,146.27,97.3871909722223,5.3,11.3,9:20 AM,24.8,23.0,23.9,45.4,43.8,44.6,-,-,-,-,-,-,
3/29/2018,0.76,41.9,76.0,1987,39.3,21.0,1983,40.9,2:20 PM,11:30 PM,98,94,96,24.1,0,0,0,62.3,142.619934027778,3.8,7.1,2:40 PM,23.9,22.3,23.1,44.7,43.6,44.0,-,-,-,-,-,-,
3/30/2018,0.04,44.4,80.0,1986,32.1,15.0,1969,38.5,6:00 PM,11:45 PM,97,48,74,26.5,0,0,0,368.74,261.509069444445,4.5,10.0,8:20 AM,25.4,21.5,23.1,46.6,42.3,44.0,-,-,-,-,-,-,
3/31/2018,0,52.0,81.0,1986,31.5,14.0,1969,43.2,7:40 PM,1:15 AM,90,60,75,21.8,0,0,0.2,213.34,180.438194444445,10.2,21.4,3:10 PM,23.9,20.6,22.4,44.8,40.8,42.7,-,-,-,-,-,-,
4/1/2018,0,44.0,79.0,1998,28.4,10.0,1964,36.2,0:00 AM,6:10 AM,93,53,72,28.8,0,0,0,367.77,258.087152777778,5.4,11.7,10:20 PM,26.2,22.1,24.2,45.0,41.0,43.1,-,-,-,-,-,-,
4/2/2018,0,45.7,79.0,1986,23.4,17.0,1964,34.5,5:40 PM,7:15 AM,93,35,66,30.4,0,0,0,534.12,179.0259375,4.7,8.9,9:25 PM,27.7,21.4,24.5,46.8,39.8,43.1,-,-,-,-,-,-,
4/3/2018,0.64,61.8,81.0,1963,35.5,19.0,1954,45.0,11:00 PM,0:00 AM,98,82,93,19.9,0,0,3.5,53.4,102.923506944445,7.4,19.9,11:10 PM,26.6,23.7,24.6,45.6,43.1,43.8,-,-,-,-,-,-,
4/4/2018,0.02,61.3,78.0,1999,28.4,13.0,1995,36.4,0:00 AM,11:50 PM,91,65,79,28.6,0,0,2.9,217.91,252.628125,14.5,22.0,3:40 AM,27.1,22.0,24.4,46.5,40.9,43.7,-,-,-,-,-,-,
4/5/2018,0,43.1,81.0,1988,26.6,20.0,1982,34.7,5:00 PM,7:45 AM,91,55,73,30.2,0,0,0,532.84,233.478472222222,7.6,16.1,11:15 PM,25.7,20.7,22.8,43.9,38.7,41.0,-,-,-,-,-,-,
4/6/2018,0.04,44.6,80.0,1991,30.2,8.0,1982,38.2,1:10 PM,11:50 PM,96,54,77,26.7,0,0,0,201.57,233.178819444444,9.5,17.6,3:25 PM,24.4,22.8,23.6,42.9,41.3,42.1,-,-,-,-,-,-,
4/7/2018,0,39.5,83.0,1954,21.0,8.0,1982,30.7,3:30 PM,6:25 AM,88,50,65,34.3,0,0,0,492.25,278.25625,4.6,13.7,0:05 AM,25.4,20.7,22.8,43.2,38.2,40.7,-,-,-,-,-,-,
4/8/2018,0,38.7,80.0,1954,18.1,13.0,1982,29.7,4:35 PM,7:20 AM,87,40,63,35.2,0,0,0,613.91,207.390993055555,4.7,9.0,5:05 PM,27.0,20.1,23.0,45.4,38.0,41.3,-,-,-,-,-,-,
4/9/2018,0,40.3,78.0,1953,26.8,16.0,1957,33.4,1:40 PM,11:30 PM,87,52,65,31.6,0,0,0,346.43,97.9654097222222,3.6,7.4,3:40 PM,26.5,22.3,24.0,45.2,40.6,42.7,-,-,-,-,-,-,
4/10/2018,0,43.0,78.0,1955,24.5,18.0,1997,35.0,2:50 PM,5:50 AM,96,48,71,30.0,0,0,0,389.85,211.782291666667,4.3,9.5,5:45 PM,25.0,21.0,23.0,44.2,40.0,42.2,-,-,-,-,-,-,
4/11/2018,0,63.5,80.0,1977,28.6,23.0,1975,45.1,5:40 PM,2:25 AM,83,42,64,19.9,0,0,3.7,413.35,199.667361111111,9.3,20.7,12:40 PM,26.1,21.1,23.3,45.5,40.0,42.4,-,-,-,-,-,-,
4/12/2018,0.03,77.2,81.0,1977,47.6,22.0,1976,61.7,5:20 PM,7:10 AM,88,39,59,3.3,0,11.7,12.6,504.04,186.877777777778,10.2,23.9,12:40 PM,30.6,24.7,27.1,51.0,44.6,47.0,-,-,-,-,-,-,
4/13/2018,0.01,80.1,82.0,1977,41.8,26.0,1957,56.4,4:20 PM,7:50 AM,91,36,71,8.6,0,6.3,12.6,453.42,110.729284722222,6.8,18.0,2:20 PM,32.9,27.3,30.1,53.3,47.5,50.3,-,-,-,-,-,-,
4/14/2018,0.82,44.7,82.0,1977,34.7,25.0,1957,39.5,0:30 AM,11:50 PM,97,88,93,25.5,0,0,0,49.05,41.7736458333333,9.3,18.9,11:00 PM,31.1,25.7,27.8,51.9,45.5,48.2,-,-,-,-,-,-,
4/15/2018,1.09,48.1,80.0,1954,34.0,24.0,1957,40.0,5:55 PM,3:15 AM,98,94,96,25.0,0,0,0,66.79,117.995600694445,9.6,18.4,2:05 AM,26.9,24.3,25.5,45.5,43.0,44.1,-,-,-,-,-,-,
4/16/2018,0,41.8,82.0,1976,31.2,24.0,1962,35.3,2:20 AM,11:55 PM,97,80,89,29.6,0,0,0,101.31,245.547569444444,11.3,15.7,8:05 PM,26.6,23.9,25.2,44.8,41.2,43.0,-,-,-,-,-,-,
4/17/2018,0.01,36.2,86.0,2002,29.3,24.0,1962,32.8,5:50 PM,10:25 AM,93,71,82,32.1,0,0,0,249.45,253.08125,9.9,15.0,9:50 AM,25.2,23.4,24.2,41.4,39.8,40.6,-,-,-,-,-,-,
4/18/2018,0,45.2,83.0,1964,30.8,25.0,1983,35.4,3:40 PM,5:45 AM,90,63,76,29.5,0,0,0,371.99,145.342819444444,4.8,10.2,6:30 PM,29.7,23.5,26.0,46.2,39.8,42.4,-,-,-,-,-,-,
4/19/2018,0.06,54.3,85.0,1958,31.5,25.0,1997,40.9,6:00 PM,5:20 AM,98,33,73,24.0,0,0,0.8,620.8,248.232673611111,6.9,13.5,10:20 AM,31.8,25.1,27.9,49.0,41.8,44.8,-,-,-,-,-,-,
4/20/2018,0,55.9,89.0,2004,28.2,26.0,1953,41.4,6:30 PM,6:05 AM,94,30,64,23.6,0,0,1.1,670.62,187.781166666667,3.2,7.7,9:20 AM,33.4,25.3,29.3,51.9,42.5,46.7,-,-,-,-,-,-,
4/21/2018,0,52.9,85.0,1987,28.3,27.0,1981,42.4,4:00 PM,6:40 AM,93,30,59,22.6,0,0,0.4,413.58,34.6775625,2.4,7.8,3:40 PM,31.1,25.6,28.5,49.9,44.1,47.2,-,-,-,-,-,-,
4/22/2018,0,56.7,86.0,1985,35.6,26.0,1959,46.8,3:15 PM,6:40 AM,84,32,54,18.1,0,0,1.6,623.35,50.9941215277778,5.7,16.2,4:05 PM,32.9,26.7,29.5,52.6,45.6,48.7,-,-,-,-,-,-,
4/23/2018,0,73.0,87.0,1985,39.7,26.0,1956,55.3,3:05 PM,6:40 AM,86,35,63,9.6,0,5.3,8.8,493.61,94.4520416666667,6.6,17.4,6:05 PM,32.5,27.3,29.9,54.0,46.3,49.9,-,-,-,-,-,-,
4/24/2018,0.2,54.4,87.0,1957,48.7,29.0,2002,52.1,3:55 PM,11:05 PM,98,78,91,12.9,0,2.0,1.8,117.07,61.2739791666667,6.0,12.4,9:50 AM,31.6,29.7,30.5,52.7,50.9,51.6,-,-,-,-,-,-,
4/25/2018,0,61.4,88.0,1990,42.5,24.0,1999,50.8,5:05 PM,11:55 PM,99,55,89,14.2,0,0.7,4.0,283.69,241.507159722222,5.3,12.2,12:15 PM,33.3,30.3,31.4,54.1,50.4,51.7,-,-,-,-,-,-,
